text,date,source,label
"Program MBG di Indonesia memiliki sisi positif dan negatif. Positif: 1. Meningkatkan kesehatan dengan mengurangi stunting melalui makanan bergizi untuk anak dan ibu hamil. 2. Meningkatkan kehadiran sekolah (dari 70-80% menjadi 100% di beberapa daerah) dan prestasi belajar. 3. Mendukung ekonomi lokal dengan melibatkan UMKM dan petani, mengalirkan hingga Rp8 miliar per desa per tahun. Negatif: 1. Implementasi sulit di daerah terpencil, hanya menjangkau 770.000 anak dari target 1 juta (Februari 2025). 2. Menu sering tidak memenuhi standar gizi (17% memenuhi energi AKG, 45% mengandung makanan olahan). 3. Kurangnya regulasi jelas dan pengawasan, memicu masalah keamanan pangan dan transparansi.",2025-05-04 00:00:00+00:00,x,netral
"Saya ndak anti 100% sama Prabowo, tp program MBG menurut saya program sampah",2025-05-04 00:00:00+00:00,x,negatif
mas Gibran ndak usah pusing mikirin menu Makan Gratis Bergizi. Samain aja kaya menu makan Jan Ethes.,2025-01-08 11:01:48+00:00,kaggle,negatif
"Harusnya kebalik ngga sii, prioritas utama itu pendidikan dan kesehatan, pendukungnya baru makan bergizi dan pertahanan negara",2025-02-01 00:00:00+00:00,x,negatif
Ya Tuhan udah kaya program MBG pemerintah aja. Coba lah fans bawa ke meja hijau. BPKN juga gak guna cuma jadi pajangan doang.,2025-05-03 00:00:00+00:00,x,negatif
Prabowo Dinilai Lebih Prioritaskan Makan Bergizi Gratis Ketimbang Lanjutkan IKN,2025-02-08 01:51:18+00:00,kaggle,negatif
Makan siang gratis nya prabowo,2025-02-09 09:35:09+00:00,kaggle,netral
Waduu ngeri banget yak emang bener dimana2 gak ada makan siang gratis ternyata,2025-02-09 02:12:55+00:00,kaggle,negatif
"Prinsipnya, tidak ada makan siang gratis. Jika diiming2i sesuatu yg too good to be true, maka akan ada harga yg sangat mahal yg harus dibayarkan.",2025-03-01 00:00:00+00:00,x,negatif
"Makan Bergizi Gratis (MBG), untuk anak Indonesia yang lebih sehat! Program ini hadir untuk memastikan anak-anak, terutama di daerah rentan, mendapatkan asupan gizi terbaik. Dukung terus demi generasi emas! PenuhiGiziIndonesia MakanBergiziGratis",2025-02-01 00:00:00+00:00,x,positif
Yayalah Prabowo udah dapat dana makan siang gratis.,2025-01-14 22:14:39+00:00,kaggle,positif
"live Sdg brlgsg Wwcr dlg dengan topik Makan Bergizi Gratis Akan Dimulai Pekan Depan brsm Amich Alhumami-Deputi Bidang PMMK Badan Perencanaan Pembangunan Nasional (BAPPENAS) oleh Zaini. Selengkapnya Dengarkan di 88,8FM& RRI Digital. IMP PRO3RRI",2025-01-02 00:00:00+00:00,x,netral
"Bener-bener berharap korban bisa segera sembuh. Lanjutkan MBG, tapi perbaiki sistemnya biar semua aman.",2025-05-01 00:00:00+00:00,x,positif
"Br bgn tdr, ken kmrn aku begadang melawan rasa malas menyicil skripsi jdi ngerjainnya sampe jam 10an siang dr tengah mlm. Jdi aku tdr mlmny si siang",2025-05-02 00:00:00+00:00,x,netral
